description,timestamp,fullness,collection,location
Cambridge and Blosom (Hill Tavern),07/11/2014 02:57:00 PM,RED,False,"(42.36109347, -71.0666692)"
539 Tremont,02/22/2014 03:24:00 PM,GREEN,False,"(42.344527, -71.07079)"
West Newton & St Botolph,03/14/2014 08:37:00 AM,YELLOW,False,"(42.34481541, -71.08105375)"
Cross and Salem Street (in front Goody Glovers Bistro),08/20/2014 11:39:00 AM,GREEN,True,"(42.36300904, -71.05634037)"
Commons: South East of Frog Pond,12/10/2014 09:27:00 AM,RED,False,"(42.355625, -71.06481333)"
Columbus @ Claredon,12/31/2014 05:10:00 PM,RED,False,"(42.3472534, -71.0735185)"
181 Mass Ave (Southbound),05/03/2014 12:00:00 PM,GREEN,True,"(42.34563384, -71.08699977)"
532 Tremont at Milford St,07/25/2014 10:20:00 PM,GREEN,False,"(42.3445374, -71.0705386)"
Clarendon and Tremont St,08/16/2014 12:59:00 PM,RED,False,"(42.3439099, -71.07181175)"
"464 Hanover Street ""7/11 Store""",05/18/2014 04:36:00 AM,GREEN,False,"(42.36710187, -71.05258981)"
Columbus @ Dartmouth st.,02/01/2014 12:31:00 PM,YELLOW,False,"(42.34604, -71.07515)"
351 Congress St,06/09/2014 09:22:00 AM,GREEN,True,"(42.3504195, -71.0485634)"
Hanover & Congress St (Across City Hall Plaza),06/11/2014 09:35:00 AM,YELLOW,False,"(42.36169421, -71.05753524)"
563 Columbus Avenue,12/14/2014 03:49:00 PM,YELLOW,False,"(42.34087, -71.08143)"
554 Tremont,05/17/2014 01:24:00 AM,GREEN,True,"(42.34386, -71.07167)"
659 Tremont St,02/25/2014 08:15:00 AM,GREEN,True,"(42.34198461, -71.07515395)"
240 Newbury Street in front of CVS,10/12/2014 04:42:00 PM,GREEN,True,"(42.34967365, -71.08208099)"
1714 Washington Street,07/13/2014 09:38:00 AM,YELLOW,False,"(42.33695123, -71.0761684)"
Columbus @ Dartmouth st.,03/23/2014 02:17:00 PM,RED,False,"(42.34604, -71.07515)"
75 Dartmouth,04/08/2014 12:25:00 PM,GREEN,True,"(42.345189, -71.07477)"
1956 Beacon Street @ Sutherland (Starbucks),11/03/2014 09:37:00 PM,RED,False,"(42.33615978, -71.15020115)"
34 Bromfield Street,09/20/2014 08:02:00 AM,RED,True,"(42.3567331, -71.0603085)"
Causeway & Friend (opp Halftime Pizza),05/27/2014 01:29:00 AM,GREEN,True,"(42.36507157, -71.06176386)"
Harrison Ave. @ E.Springfield St.,11/21/2014 11:54:00 AM,GREEN,False,"(42.33543531, -71.0745811)"
West Newton & St Botolph,11/12/2014 10:45:00 AM,GREEN,True,"(42.34481541, -71.08105375)"
289 Hanover Street,05/31/2014 04:24:00 PM,YELLOW,False,"(42.36389, -71.05433)"
150 Brighton Ave / Sunrise Market & Blanchard's,10/26/2014 12:33:00 PM,GREEN,True,"(42.35292705, -71.13232101)"
Boylston & Hemenway St (opp Symphony Mart Store),12/15/2014 11:35:00 AM,RED,False,"(42.34681182, -71.08924811)"
331 Hanover Street,08/25/2014 01:03:00 PM,YELLOW,False,"(42.364252, -71.053905)"
190A Brighton Ave / Brighton (East) & Quint at La Mamma Pizza,11/22/2014 05:43:00 PM,YELLOW,False,"(42.35311742, -71.1339679)"
Columbus @ Dartmouth st.,03/16/2014 09:41:00 AM,YELLOW,False,"(42.34604, -71.07515)"
Stuart and Tremont St (Opp Shanghai Restaurant),01/01/2014 05:37:00 PM,GREEN,True,"(42.35093726, -71.06514335)"
276 Hanover (Cafe Pompei),07/31/2014 02:41:00 PM,YELLOW,False,"(42.363799, -71.0545002)"
659 Tremont St,07/03/2014 10:17:00 PM,YELLOW,False,"(42.34198461, -71.07515395)"
342 Hanover (White Hen Pantry),10/24/2014 03:16:00 PM,YELLOW,False,"(42.3648934, -71.0536149)"
Tremont 30th and Avery St (Loews Theatre),06/13/2014 12:44:00 PM,YELLOW,False,"(42.35328728, -71.06418228)"
330 Newbury St.,12/05/2014 05:58:00 PM,YELLOW,False,"(42.34868492, -71.08577279)"
294 Congress (near Dorchester Ave),03/29/2014 02:43:00 PM,YELLOW,False,"(42.35266677, -71.05233923)"
Court St and Court Square (opp BNY Mellon),09/07/2014 11:03:00 AM,RED,False,"(42.35902394, -71.05845139)"
Tremont @ Berkeley,08/31/2014 11:10:00 AM,YELLOW,False,"(42.3452651, -71.0698391)"
Boylston and Clarendon St (Trinity Church),07/02/2014 05:15:00 PM,GREEN,True,"(42.35062463, -71.07526211)"
34 Bromfield Street,05/05/2014 06:34:00 PM,YELLOW,False,"(42.3567331, -71.0603085)"
60 State Street / Congress & State,11/12/2014 01:47:00 PM,GREEN,True,"(42.35898642, -71.05662127)"
Columbus @ Dartmouth st.,03/16/2014 01:21:00 PM,YELLOW,False,"(42.34604, -71.07515)"
331 Hanover Street,08/03/2014 12:29:00 AM,GREEN,True,"(42.364252, -71.053905)"
72 Kneeland,05/25/2014 12:21:00 PM,GREEN,True,"(42.3505, -71.0607)"
427 Washington Street (EB Horn Company Jewlers),03/13/2014 04:52:00 PM,GREEN,True,"(42.3507566, -71.0635176)"
58 Charles Street @ Stuart Street,12/14/2014 11:16:00 AM,YELLOW,False,"(42.35088074, -71.06689851)"
"464 Hanover Street ""7/11 Store""",06/03/2014 07:46:00 PM,GREEN,True,"(42.36710187, -71.05258981)"
129 Tremont St (burger king),01/26/2014 06:29:00 PM,GREEN,True,"(42.35634431, -71.06203197)"
89 South Street  (Al's South Street Café),10/01/2014 01:52:00 AM,GREEN,True,"(42.351844, -71.057489)"
563 Columbus Avenue,12/08/2014 07:08:00 AM,YELLOW,False,"(42.34087, -71.08143)"
642 Beacon Street (Boco Grande),03/06/2014 12:29:00 PM,GREEN,True,"(42.34931123, -71.09542244)"
224 Cambridge St. in front of starbucks,08/09/2014 09:14:00 PM,GREEN,True,"(42.3609637, -71.066528)"
Haymarket Square & John F Fitzgerald Surface Road,09/18/2014 10:02:00 AM,GREEN,True,"(42.36281017, -71.05779307)"
Cambridge and Joy in front of beacon hill athletic club,10/08/2014 07:56:00 AM,GREEN,True,"(42.3611127, -71.0650131)"
Boylston St (Prudential Entrance),06/07/2014 05:13:00 PM,GREEN,True,"(42.34854316, -71.08267211)"
1695 Tremont Street @ 1 Brigham Circle,11/14/2014 06:46:00 AM,YELLOW,False,"(42.33399485, -71.10458326)"
367 Mass Ave @ Orange Line T-Entrance (South side),03/29/2014 08:42:00 PM,YELLOW,False,"(42.34143009, -71.08320981)"
Washington across from Old South Meeting House,03/28/2014 07:24:00 PM,RED,False,"(42.35707, -71.05862)"
Otis & Summer St (Qdobas),03/22/2014 06:16:00 PM,YELLOW,False,"(42.35425845, -71.05853408)"
46 Bowdoin Street and Cambridge,07/09/2014 06:59:00 AM,YELLOW,False,"(42.36111, -71.06277)"
357 Hanover Street,12/27/2014 04:03:00 PM,GREEN,True,"(42.36471, -71.0535)"
Court St and Court Square (opp BNY Mellon),09/19/2014 12:33:00 AM,RED,True,"(42.35902394, -71.05845139)"
157 Brighton Ave / Brighton & Harvard (Tedeschi's),10/15/2014 03:45:00 AM,RED,True,"(42.35314057, -71.13230407)"
261 Hanover Street,08/24/2014 11:09:00 PM,RED,False,"(42.3636, -71.05487)"
357 Hanover Street,09/19/2014 01:50:00 PM,YELLOW,False,"(42.36471, -71.0535)"
75 Dartmouth,03/28/2014 01:29:00 PM,YELLOW,False,"(42.345189, -71.07477)"
110 Meridian (Bus stop),06/30/2014 08:46:00 AM,GREEN,True,"(42.37225, -71.03903609)"
610 Tremont St.,10/17/2014 04:00:00 AM,GREEN,True,"(42.34268047, -71.07385844)"
200 Newbury Street,11/23/2014 06:58:00 AM,YELLOW,False,"(42.35023008, -71.0800102)"
NE Deerfiled and Beacon (City Convenience),07/07/2014 11:05:00 AM,GREEN,True,"(42.34907421, -71.09706099)"
178 Kneeland St (south street diner),01/06/2014 04:34:00 PM,GREEN,True,"(42.3498437, -71.0577884)"
276 Washington,09/14/2014 07:22:00 PM,YELLOW,False,"(42.35756, -71.05813)"
860 Comm Ave / Comm (Eastbound) & Armory,09/20/2014 03:52:00 PM,YELLOW,False,"(42.35069392, -71.11390882)"
Queensberry & Jersey @ Laundry Center,12/01/2014 08:04:00 PM,YELLOW,False,"(42.3428624, -71.0970032)"
427 Washington Street (EB Horn Company Jewlers),05/03/2014 11:34:00 AM,YELLOW,False,"(42.3507566, -71.0635176)"
Clarendon and Tremont St,09/06/2014 09:06:00 AM,GREEN,True,"(42.3439099, -71.07181175)"
1745 Washington Street,09/13/2014 09:19:00 AM,RED,False,"(42.3366, -71.07687)"
1381 Boylston Street,02/23/2014 04:18:00 PM,RED,True,"(42.34372831, -71.1012248)"
84 Mass Ave / Back Bay Bicycles,07/18/2014 05:38:00 PM,GREEN,True,"(42.34883691, -71.08844601)"
556 Commercial St,02/02/2014 08:02:00 AM,YELLOW,False,"(42.36820025, -71.05639385)"
200 Newbury Street,04/07/2014 01:36:00 PM,RED,False,"(42.35023008, -71.0800102)"
554 Tremont,08/26/2014 01:33:00 AM,GREEN,True,"(42.34386, -71.07167)"
41 Berklee,10/15/2014 01:44:00 PM,YELLOW,False,"(42.345723, -71.070175)"
261 Hanover Street,09/02/2014 05:59:00 PM,GREEN,True,"(42.3636, -71.05487)"
415 Centre Street @ Cuba Restaurant,07/20/2014 02:10:00 PM,YELLOW,False,"(42.3210732, -71.1104842)"
Boylston & Haddash St (4 Seasons Hotel),06/08/2014 05:05:00 PM,GREEN,True,"(42.35214673, -71.06911114)"
Devonshire St (Old State House),08/18/2014 08:22:00 PM,RED,False,"(42.3586188, -71.05729207)"
South St. @ Beach St.,09/22/2014 07:25:00 AM,YELLOW,False,"(42.3504072, -71.0567736)"
427 Washington Street (EB Horn Company Jewlers),09/05/2014 12:32:00 AM,GREEN,True,"(42.3507566, -71.0635176)"
539 Tremont,09/29/2014 07:11:00 PM,YELLOW,False,"(42.344527, -71.07079)"
Huntington at Blogden (Opposite from Boston Public Library near Mass Pike Entrance),08/26/2014 01:21:00 PM,RED,False,"(42.34906712, -71.07752406)"
Stuart St & Trinity St (Near Parking Garage),05/19/2014 09:43:00 AM,GREEN,True,"(42.3486047, -71.0753806)"
Summer St (NE Corner) @ Atlantic,06/02/2014 08:27:00 PM,YELLOW,True,"(42.35277118, -71.05535542)"
Kneeland & Harrison - Wai's Restaurant,02/17/2014 04:57:00 PM,GREEN,True,"(42.3507294, -71.06157001)"
311 Huntington Ave / Huntington (Westbound) and Opera,04/27/2014 09:26:00 PM,RED,False,"(42.34052963, -71.0888865)"
471 Columbus Ave,01/09/2014 05:54:00 PM,YELLOW,False,"(42.34326, -71.07838)"
30 Kneeland,06/30/2014 06:28:00 PM,YELLOW,False,"(42.35078, -71.06184)"
Summer st and Arch st,06/08/2014 04:00:00 PM,RED,False,"(42.35448, -71.05907)"
330 Newbury St.,08/21/2014 07:40:00 AM,GREEN,True,"(42.34868492, -71.08577279)"
1336 Washington St.,06/12/2014 01:13:00 AM,GREEN,True,"(42.3416352, -71.068809)"
481 Topliff Street,08/29/2014 08:42:00 PM,YELLOW,False,"(42.3030834, -71.0681902)"
44 Franklin Street @ Hawley,11/23/2014 06:54:00 PM,YELLOW,False,"(42.3557072, -71.0588393)"
659 Tremont St,03/16/2014 02:33:00 PM,GREEN,False,"(42.34198461, -71.07515395)"
Recycler at Paul Revere Statue,01/28/2014 09:19:00 AM,GREEN,True,"(42.365381, -71.053058)"
13 Hudson St.,08/08/2014 07:51:00 PM,YELLOW,False,"(42.3507629, -71.0600717)"
200 Washington St (state street T stop),10/09/2014 07:27:00 AM,GREEN,True,"(42.3580592, -71.05781172)"
Stanhope St and Cahners St,08/29/2014 01:38:00 PM,YELLOW,False,"(42.34836919, -71.07315549)"
281 Franklin Street @ Batterymarch Street,06/13/2014 07:49:00 PM,YELLOW,False,"(42.35694113, -71.05320165)"
Columbus @ Chandler,10/11/2014 01:37:00 PM,YELLOW,False,"(42.34603, -71.07507)"
Summer & Chaucey (7-11),08/19/2014 03:46:00 AM,RED,False,"(42.35456767, -71.05912703)"
51 Clarendon/corner Chandler,06/15/2014 09:23:00 PM,GREEN,True,"(42.34634, -71.07312)"
564 Tremont st,10/07/2014 09:42:00 AM,GREEN,False,"(42.34359885, -71.07214987)"
Across from 1146 Washington St.@ Bus stop,06/17/2014 02:13:00 AM,GREEN,True,"(42.34371779, -71.06630437)"
240 Newbury Street in front of CVS,10/16/2014 02:15:00 PM,YELLOW,True,"(42.34967365, -71.08208099)"
1114 Washington Street (Ming's Chinese Market),03/02/2014 01:30:00 PM,RED,True,"(42.34423812, -71.06570621)"
391 Hanover Street,05/11/2014 07:41:00 AM,GREEN,True,"(42.3652, -71.05309)"
46 Bowdoin Street and Cambridge,07/01/2014 05:38:00 PM,GREEN,True,"(42.36111, -71.06277)"
Cambridge and Blosom St (Au Bon Pain),11/21/2014 09:06:00 AM,GREEN,True,"(42.36127565, -71.06657801)"
210 Brighton Ave / Brighton (East) & Allston at Burger King,11/16/2014 04:56:00 PM,YELLOW,False,"(42.35320139, -71.13465433)"
150 Newbury Street,12/08/2014 05:30:00 PM,GREEN,True,"(42.35081, -71.07782)"
Tremont st and School st,07/22/2014 02:27:00 PM,YELLOW,False,"(42.35805, -71.06033)"
1336 Washington St.,08/13/2014 04:11:00 PM,GREEN,True,"(42.3416352, -71.068809)"
150 Brighton Ave / Sunrise Market & Blanchard's,02/22/2014 09:11:00 PM,YELLOW,False,"(42.35292705, -71.13232101)"
289 Hanover Street,10/22/2014 06:17:00 PM,GREEN,True,"(42.36389, -71.05433)"
Boylston @ Kilmarnock (NW Corner),09/22/2014 08:36:00 PM,RED,False,"(42.34400075, -71.10014488)"
NE Beach and Washington (Q Hot spot restaurant),05/10/2014 02:28:00 AM,GREEN,True,"(42.35159759, -71.0627522)"
SE Corner 148 Brookline Ave (in front of Chipotle),07/31/2014 01:19:00 AM,RED,False,"(42.34476148, -71.10106409)"
688 Columbia Rd -Liquor Store,10/31/2014 08:05:00 AM,GREEN,True,"(42.32003034, -71.06249694)"
Commons: East of Tennis Court,07/28/2014 04:15:00 PM,YELLOW,False,"(42.35359, -71.06481167)"
Columbus & Berkeley (NW Corner),07/01/2014 06:23:00 PM,GREEN,True,"(42.35010485, -71.0701223)"
34 Bromfield Street,12/04/2014 07:42:00 AM,RED,False,"(42.3567331, -71.0603085)"
1956 Beacon Street @ Sutherland (Starbucks),09/29/2014 12:22:00 PM,GREEN,False,"(42.33615978, -71.15020115)"
276 Hanover (Cafe Pompei),07/18/2014 07:10:00 PM,GREEN,True,"(42.363799, -71.0545002)"
367 Mass Ave @ Orange Line T-Entrance (Northside),10/11/2014 09:52:00 PM,YELLOW,False,"(42.34175913, -71.08326882)"
536 Tremont,04/16/2014 11:45:00 PM,RED,False,"(42.34445, -71.07067)"
332 Congress St,07/10/2014 08:16:00 AM,GREEN,True,"(42.350917, -71.049308)"
NW Bromfield and Washington (opp Payless Shoes),07/07/2014 10:01:00 AM,RED,False,"(42.35647066, -71.05946609)"
627 Tremont St,12/11/2014 07:03:00 AM,YELLOW,False,"(42.34253228, -71.07451491)"
355 Newbury St,05/11/2014 08:40:00 AM,GREEN,True,"(42.34831644, -71.08751047)"
706 Huntington Ave,11/15/2014 12:22:00 AM,GREEN,True,"(42.33442962, -71.10367716)"
659 Tremont St,10/21/2014 07:27:00 AM,GREEN,True,"(42.34198461, -71.07515395)"
702 Mass Ave & Harrison @ Boston Medical Center,07/09/2014 03:42:00 PM,GREEN,True,"(42.33511781, -71.07512533)"
Cambridge St & New Sudbury (new federal building),09/05/2014 05:31:00 PM,GREEN,True,"(42.36108192, -71.06095221)"
89 South Street  (Al's South Street Café),06/10/2014 12:58:00 PM,YELLOW,False,"(42.351844, -71.057489)"
331 Hanover Street,11/19/2014 01:17:00 PM,GREEN,True,"(42.364252, -71.053905)"
200 Washington St (state street T stop),06/04/2014 12:39:00 AM,GREEN,True,"(42.3580592, -71.05781172)"
Boylston @ Kilmarnock (NW Corner),01/08/2014 11:52:00 AM,YELLOW,False,"(42.34400075, -71.10014488)"
1336 Washington St.,04/29/2014 02:18:00 PM,GREEN,True,"(42.3416352, -71.068809)"
276 Hanover (Cafe Pompei),11/08/2014 09:25:00 AM,RED,False,"(42.363799, -71.0545002)"
Stanhope St and Clarendon St (Across from Parking Garage),07/02/2014 04:57:00 PM,GREEN,True,"(42.34812825, -71.07390013)"
"464 Hanover Street ""7/11 Store""",07/30/2014 07:32:00 AM,GREEN,True,"(42.36710187, -71.05258981)"
Federal & High St (American Express),07/31/2014 12:39:00 AM,RED,False,"(42.35373306, -71.05605263)"
129 Tremont St (burger king),09/27/2014 02:44:00 PM,YELLOW,False,"(42.35634431, -71.06203197)"
St James & Darmouth (Fairmont Hotel),03/10/2014 05:12:00 PM,GREEN,True,"(42.34929014, -71.07679328)"
Boylston and Clarendon St (Trinity Church),12/18/2014 11:50:00 AM,YELLOW,False,"(42.35062463, -71.07526211)"
30 Kneeland,06/22/2014 06:20:00 PM,YELLOW,False,"(42.35078, -71.06184)"
44 Franklin Street @ Hawley,09/17/2014 12:25:00 PM,GREEN,True,"(42.3557072, -71.0588393)"
30 Kneeland,09/09/2014 01:42:00 PM,YELLOW,False,"(42.35078, -71.06184)"
South side Lansdowne St (opp House of Blues),07/05/2014 04:49:00 PM,GREEN,True,"(42.34715868, -71.09569936)"
332 Congress St,11/21/2014 01:26:00 PM,RED,False,"(42.350917, -71.049308)"
Hanover and Cross St (Citizen Bank),09/13/2014 06:51:00 PM,RED,False,"(42.36269134, -71.05586617)"
477 Washington St (in front of Army Navy),01/10/2014 09:30:00 AM,YELLOW,False,"(42.35491079, -71.06104026)"
187 East Cottage Street,05/13/2014 12:47:00 PM,RED,False,"(42.3205476, -71.06113962)"
218 Hanover ST (cvs),11/17/2014 04:44:00 PM,GREEN,False,"(42.36297845, -71.05539223)"
627 Tremont St,12/30/2014 02:45:00 AM,GREEN,True,"(42.34253228, -71.07451491)"
51 Clarendon/corner Chandler,04/30/2014 07:29:00 AM,YELLOW,False,"(42.34634, -71.07312)"
Purchase St & Pearl St,09/05/2014 08:50:00 AM,GREEN,True,"(42.35460501, -71.05329668)"
Washington across from Old South Meeting House,08/15/2014 09:25:00 PM,YELLOW,False,"(42.35707, -71.05862)"
339 Washington St,06/04/2014 04:40:00 PM,GREEN,True,"(42.3573978, -71.0583383)"
Washington @ E.Newton Outbound,06/01/2014 03:44:00 PM,RED,False,"(42.33877077, -71.07359556)"
Newbury & Mass Ave / Opposite of Urban Outfitters,12/24/2014 12:31:00 AM,GREEN,True,"(42.3480288, -71.08803024)"
Tremont st and School st,08/01/2014 01:06:00 PM,RED,False,"(42.35805, -71.06033)"
1114 Washington Street (Ming's Chinese Market),07/31/2014 03:42:00 AM,GREEN,True,"(42.34423812, -71.06570621)"
544 Washington (across from Harlem place),12/20/2014 06:54:00 PM,YELLOW,False,"(42.35403424, -71.06200033)"
261 Hanover Street,10/01/2014 06:05:00 AM,YELLOW,False,"(42.3636, -71.05487)"
Cambridge St and No Beacon (Northside of Cambridge),02/23/2014 01:58:00 PM,RED,False,"(42.35370841, -71.13726964)"
659 Tremont St,08/31/2014 10:04:00 AM,YELLOW,False,"(42.34198461, -71.07515395)"
789 Harrison Ave,04/12/2014 05:02:00 PM,YELLOW,False,"(42.33604, -71.07374)"
Washington and Milk Boston Ma,06/18/2014 10:00:00 PM,YELLOW,False,"(42.35710853, -71.05877311)"
200 Newbury Street,07/24/2014 02:03:00 PM,YELLOW,False,"(42.35023008, -71.0800102)"
Summer & Chauncy (CVS),01/13/2014 05:43:00 AM,RED,False,"(42.35436489, -71.05918599)"
McKinley & State St (Aquarium T Stop),10/21/2014 02:30:00 AM,GREEN,True,"(42.35930243, -71.05320261)"
764 Tremont st,08/22/2014 09:44:00 PM,GREEN,True,"(42.3396556, -71.07942872)"
630 Washington (Chinatown T stop),04/28/2014 06:06:00 PM,GREEN,True,"(42.35222904, -71.06260137)"
74 Berklee,09/03/2014 09:49:00 AM,YELLOW,False,"(42.3443, -71.067)"
"Atlantic Street at Commercial Wharf ""Beacon Hill Athletic Club""",02/11/2014 11:11:00 AM,GREEN,True,"(42.36219697, -71.05121153)"
NE corner of Lansdowne and Ipswich (La Verdad),05/06/2014 04:32:00 PM,YELLOW,False,"(42.3472243, -71.09445324)"
71 State St (Jos A Bank),04/17/2014 09:37:00 AM,GREEN,True,"(42.35903276, -71.05596238)"
610 Tremont St.,12/22/2014 10:13:00 AM,GREEN,True,"(42.34268047, -71.07385844)"
Irving and Cambridge in front of starbucks,12/13/2014 07:18:00 AM,RED,False,"(42.36108294, -71.0664854)"
Atlantic Ave and High St,09/12/2014 08:37:00 AM,GREEN,True,"(42.35673339, -71.05064149)"
Columbus @ Clarendon,07/29/2014 04:53:00 PM,YELLOW,False,"(42.3471, -71.07368)"
627 Tremont St,12/31/2014 11:52:00 AM,YELLOW,False,"(42.34253228, -71.07451491)"
540 Commonwealth,08/07/2014 06:24:00 PM,YELLOW,False,"(42.34847785, -71.09715705)"
Washington st at Expressions store,05/31/2014 04:48:00 PM,GREEN,True,"(42.35465, -71.06139)"
Newbury & Mass Ave / Opposite of Urban Outfitters,06/01/2014 10:16:00 AM,RED,False,"(42.3480288, -71.08803024)"
659 Tremont St,09/11/2014 06:45:00 PM,YELLOW,True,"(42.34198461, -71.07515395)"
Summer & Chaucey (7-11),07/13/2014 03:08:00 PM,RED,False,"(42.35456767, -71.05912703)"
Summer & Chaucey (7-11),03/14/2014 07:36:00 AM,RED,False,"(42.35456767, -71.05912703)"
155 Mass Ave.,08/15/2014 05:43:00 PM,GREEN,True,"(42.346527, -71.0873836)"
331 Hanover Street,03/26/2014 05:28:00 PM,YELLOW,False,"(42.364252, -71.053905)"
Congress St and Atlantic Ave (NE Corner),07/12/2014 02:27:00 PM,YELLOW,False,"(42.35365814, -71.05346427)"
47 Lansdowne St - Across from Bleacher bar,04/12/2014 11:00:00 PM,YELLOW,False,"(42.3471798, -71.096792)"
Boylston and Clarendon St (Trinity Church),07/31/2014 12:43:00 PM,YELLOW,False,"(42.35062463, -71.07526211)"
1714 Washington Street,07/18/2014 07:11:00 PM,YELLOW,False,"(42.33695123, -71.0761684)"
SE corner of West Canton and Columbus,08/02/2014 01:43:00 PM,YELLOW,False,"(42.34483487, -71.0763413)"
Kneeland & Harrison - Wai's Restaurant,10/13/2014 09:07:00 PM,YELLOW,False,"(42.3507294, -71.06157001)"
1714 Washington Street,12/22/2014 06:30:00 PM,YELLOW,False,"(42.33695123, -71.0761684)"
Yawkey Way and Van Ness - Gate D,08/15/2014 04:30:00 PM,GREEN,True,"(42.34558373, -71.09820418)"
477 Washington St (opp Army & Navy Store),07/19/2014 07:53:00 PM,YELLOW,False,"(42.35497874, -71.06113146)"
351 Congress St,03/15/2014 01:38:00 PM,YELLOW,False,"(42.3504195, -71.0485634)"
Summer St @ Men's Wear House,03/20/2014 12:53:00 PM,GREEN,True,"(42.35484, -71.05955)"
Washington st at Expressions store,01/09/2014 06:07:00 PM,RED,False,"(42.35465, -71.06139)"
Mass Ave Northbound & Tremont Street (Bus Stop),09/30/2014 03:08:00 AM,GREEN,True,"(42.33951022, -71.08044087)"
1080 Boylston Street,07/18/2014 10:00:00 AM,GREEN,True,"(42.3471459, -71.0882423)"
282 Newbury Street,06/12/2014 06:27:00 PM,YELLOW,False,"(42.34915253, -71.0839643)"
41 Berklee,03/03/2014 04:32:00 PM,YELLOW,False,"(42.345723, -71.070175)"
1124 Boylston St.,04/07/2014 08:28:00 AM,GREEN,True,"(42.3467963, -71.0889104)"
373 Washington St (in front of jewelers),09/08/2014 06:20:00 AM,YELLOW,False,"(42.35621469, -71.05977536)"
51 Clarendon/corner Chandler,11/05/2014 08:46:00 AM,YELLOW,False,"(42.34634, -71.07312)"
563 Columbus Avenue,11/12/2014 04:18:00 AM,GREEN,True,"(42.34087, -71.08143)"
357 Hanover Street,06/02/2014 07:26:00 PM,GREEN,True,"(42.36471, -71.0535)"
Surface rd.@Beach st.,08/07/2014 08:42:00 AM,GREEN,True,"(42.35056419, -71.05675482)"
1330 Boylston Street (near Yawkey Way),04/19/2014 02:31:00 PM,RED,False,"(42.3444105, -71.09806147)"
Hemenway and Westland St (SE Corner),01/20/2014 06:31:00 PM,RED,False,"(42.3438776, -71.08983783)"
Devonshire & State - Boston Massacre Landmark,03/07/2014 09:25:00 AM,GREEN,True,"(42.35883108, -71.05698941)"
Washington and Milk Boston Ma,08/02/2014 01:48:00 PM,YELLOW,False,"(42.35710853, -71.05877311)"
Mass Ave. @ Marlborough,05/10/2014 09:26:00 AM,GREEN,True,"(42.34997374, -71.08915132)"
151 Merrimac St @ Staniford & Causeway (Eastside of Intersection),09/08/2014 08:11:00 AM,YELLOW,False,"(42.36412584, -71.06317651)"
North St (Fanueil Hall),11/08/2014 01:34:00 PM,RED,False,"(42.36053881, -71.05663783)"
609 Tremont Street,09/02/2014 06:55:00 PM,YELLOW,False,"(42.34282746, -71.07388098)"
30 Kneeland,01/21/2014 06:11:00 PM,YELLOW,False,"(42.35078, -71.06184)"
450 Washington Street @ Macy's,09/16/2014 09:25:00 PM,GREEN,True,"(42.3548251, -71.0610869)"
Huntington Ave (West) at Mass Ave (North),05/05/2014 01:56:00 AM,GREEN,True,"(42.34298648, -71.08495977)"
106 Cambridge Street,02/20/2014 11:17:00 AM,YELLOW,False,"(42.36112, -71.06296)"
Columbus @ Clarendon,05/21/2014 05:37:00 PM,YELLOW,False,"(42.3471, -71.07368)"
282 Newbury Street,05/20/2014 07:11:00 PM,GREEN,True,"(42.34915253, -71.0839643)"
"Richmond and Atlantic St ""Living Room Restaurant""",08/18/2014 03:44:00 AM,GREEN,True,"(42.36168211, -71.05218361)"
1080 Boylston Street,06/08/2014 02:28:00 AM,YELLOW,False,"(42.3471459, -71.0882423)"
150 Brighton Ave / Sunrise Market & Blanchard's,08/20/2014 09:16:00 AM,GREEN,True,"(42.35292705, -71.13232101)"
NW Bromfield and Washington (opp Payless Shoes),06/04/2014 01:18:00 AM,GREEN,True,"(42.35647066, -71.05946609)"
NE corner of Lansdowne and Ipswich (La Verdad),08/19/2014 09:57:00 PM,YELLOW,False,"(42.3472243, -71.09445324)"
30 Kneeland,01/22/2014 03:55:00 PM,YELLOW,False,"(42.35078, -71.06184)"
Devonshire St (Old State House),07/07/2014 05:06:00 AM,GREEN,True,"(42.3586188, -71.05729207)"
477 Washington St (opp Army & Navy Store),08/27/2014 12:29:00 AM,GREEN,True,"(42.35497874, -71.06113146)"
Washington st / Macy's,04/26/2014 01:31:00 PM,YELLOW,False,"(42.35483, -71.06117)"
60 State Street / Congress & State,07/08/2014 09:58:00 AM,RED,False,"(42.35898642, -71.05662127)"
120 Meridian Street,03/09/2014 07:35:00 PM,YELLOW,False,"(42.37318903, -71.03909437)"
McKinley & State St (Aquarium T Stop),10/31/2014 12:39:00 PM,YELLOW,False,"(42.35930243, -71.05320261)"
Chestnut Hill Ave and Sutherland Rd,05/17/2014 04:31:00 PM,YELLOW,False,"(42.33630431, -71.15095793)"
Milk & Oliver St (On Island),10/01/2014 10:23:00 AM,YELLOW,False,"(42.35732731, -71.055)"
Province St & School St (Across from Old City Hall Grounds),07/24/2014 02:24:00 PM,YELLOW,False,"(42.35768309, -71.05945611)"
554 Tremont,05/05/2014 07:02:00 AM,RED,False,"(42.34386, -71.07167)"
139 Meridian Street,08/04/2014 05:59:00 AM,GREEN,True,"(42.37344166, -71.03899854)"
1623 Washington St @ West Concord,10/09/2014 02:23:00 PM,GREEN,True,"(42.33802, -71.07484)"
280 Cambridge Street,11/08/2014 03:13:00 AM,GREEN,True,"(42.36102189, -71.06882682)"
